geometry|lat|lon|name|rating|type|zona_estudio|category|sub_cat
POINT (-78.4658018 -0.1214292)|-0.1214292|-78.4658018|"Iglesia Católica Nuestra Señora de Guadalupe | Quito"|4.4|church|LA BOTA|built_environment|public_space
POINT (-78.4677682 -0.1183538)|-0.1183538|-78.4677682|IEAN Jesús Comité del Pueblo||church|LA BOTA|built_environment|public_space
POINT (-78.46618889999999 -0.1215633)|-0.1215633|-78.46618889999999|Iglesia Universal del Reino de Dios|3.8|church|LA BOTA|built_environment|public_space
POINT (-78.46713749999999 -0.120649)|-0.120649|-78.46713749999999|CorporaciÓn Cristiana Nacional||church|LA BOTA|built_environment|public_space
POINT (-78.46010989999999 -0.1249837)|-0.1249837|-78.46010989999999|Carmen Bajo Compassion Centre|4.0|church|LA BOTA|built_environment|public_space
POINT (-78.4676384 -0.1210289)|-0.1210289|-78.4676384|Iglesia Del Nazareno «La Gracia de Dios»|5.0|church|LA BOTA|built_environment|public_space
POINT (-78.46685459999999 -0.1221051)|-0.1221051|-78.46685459999999|Iglesia De Dios Pentecostal Movimiento Internacional|5.0|church|LA BOTA|built_environment|public_space
POINT (-78.47181719999999 -0.121116)|-0.121116|-78.47181719999999|DHL Express Corporate Office|4.2|post_office|LA BOTA|local_economy|services
POINT (-78.44101189999999 -0.1062923)|-0.1062923|-78.44101189999999|Primax Panamericana Norte Atimasa|3.9|gas_station|LA BOTA|local_economy|services
POINT (-78.4695164 -0.1301292)|-0.1301292|-78.4695164|Hostal Capitolio Alegre|4.0|lodging|LA BOTA|local_economy|services
POINT (-78.4792274 -0.1158291)|-0.1158291|-78.4792274|Petro Ecuador|4.1|gas_station|LA BOTA|local_economy|services
POINT (-78.4600103 -0.133767)|-0.133767|-78.4600103|ISM ACADEMY QUITO|4.5|school|LA BOTA|education|education
POINT (-78.45617349999999 -0.1173321)|-0.1173321|-78.45617349999999|SPC Computers - Repuestos y Reparacion de Portatiles y PCs||electronics_store|LA BOTA|local_economy|stores
POINT (-78.4724284 -0.1289394)|-0.1289394|-78.4724284|Gran AKÍ Molineros|4.4|supermarket|LA BOTA|local_economy|stores
POINT (-78.4711993 -0.1169656)|-0.1169656|-78.4711993|MULTICABLE OF ECUADOR S.A.|4.3|general_contractor|LA BOTA|local_economy|services
POINT (-78.4670467 -0.1222125)|-0.1222125|-78.4670467|"Instituto Educativo ""Tomas Abel Rivadeneira"""|3.7|school|LA BOTA|education|education
POINT (-78.4480916 -0.1187941)|-0.1187941|-78.4480916|PRIMADECOR S.A.|4.8||LA BOTA||
POINT (-78.4477515 -0.1137369)|-0.1137369|-78.4477515|Fundireciclar|4.0||LA BOTA||
POINT (-78.4597768 -0.1149429)|-0.1149429|-78.4597768|Megacomex|4.5|store|LA BOTA|local_economy|stores
POINT (-78.45986429999999 -0.1148955)|-0.1148955|-78.45986429999999|DMuestra|||LA BOTA||
POINT (-78.4583906 -0.1156698)|-0.1156698|-78.4583906|VirtualComp|4.3|museum|LA BOTA|local_economy|entertainment
POINT (-78.4566069 -0.1174587)|-0.1174587|-78.4566069|Fleximuebles|4.0|store|LA BOTA|local_economy|stores
POINT (-78.4617547 -0.1194597)|-0.1194597|-78.4617547|Cóctel Design (Estudio Diseño Grafico)|||LA BOTA||
POINT (-78.4551066 -0.1172881)|-0.1172881|-78.4551066|Libres Para Cristo|3.9||LA BOTA||
POINT (-78.4622839 -0.1113986)|-0.1113986|-78.4622839|Still Alejito Brewer|4.6||LA BOTA||
POINT (-78.4672114 -0.1233883)|-0.1233883|-78.4672114|TÍA COMITÉ DEL PUEBLO|4.0|supermarket|LA BOTA|local_economy|stores
POINT (-78.46639569999999 -0.1172846)|-0.1172846|-78.46639569999999|Beatriz||convenience_store|LA BOTA|local_economy|stores
POINT (-78.46784090000001 -0.1197323)|-0.1197323|-78.46784090000001|Bodega Jaelita||convenience_store|LA BOTA|local_economy|stores
POINT (-78.4531631 -0.1075209)|-0.1075209|-78.4531631|TÍA CARAPUNGO|4.2|supermarket|LA BOTA|local_economy|stores
POINT (-78.4696633 -0.1122551)|-0.1122551|-78.4696633|La Tienda de La Esquina|3.7|convenience_store|LA BOTA|local_economy|stores
POINT (-78.4710502 -0.1177856)|-0.1177856|-78.4710502|Víveres Hellen y Keneth||convenience_store|LA BOTA|local_economy|stores
POINT (-78.467739 -0.1244672)|-0.1244672|-78.467739|"La tienda ""Legumbria Andresito"""||convenience_store|LA BOTA|local_economy|stores
POINT (-78.471672 -0.1207639)|-0.1207639|-78.471672|Venta de carton||convenience_store|LA BOTA|local_economy|stores
POINT (-78.4523251 -0.1038518)|-0.1038518|-78.4523251|fcaroastchicken pollos y brasas||convenience_store|LA BOTA|local_economy|stores
POINT (-78.4444748 -0.1149767)|-0.1149767|-78.4444748|SUPERMERCADO PATI|5.0|convenience_store|LA BOTA|local_economy|stores
POINT (-78.46628199999999 -0.1292393)|-0.1292393|-78.46628199999999|LUVI Market|5.0|convenience_store|LA BOTA|local_economy|stores
POINT (-78.46900099999999 -0.1276173)|-0.1276173|-78.46900099999999|M &Y Su Bodega||convenience_store|LA BOTA|local_economy|stores
POINT (-78.45266000000001 -0.1004922)|-0.1004922|-78.45266000000001|Bodega Reina Del Cisne|3.5|convenience_store|LA BOTA|local_economy|stores
POINT (-78.4682764 -0.1311573)|-0.1311573|-78.4682764|Comercial Hazel|5.0|convenience_store|LA BOTA|local_economy|stores
POINT (-78.4526719 -0.0964143)|-0.0964143|-78.4526719|Víveres En General||convenience_store|LA BOTA|local_economy|stores
POINT (-78.45746620000001 -0.1362628)|-0.1362628|-78.45746620000001|La pata peluda||convenience_store|LA BOTA|local_economy|stores
POINT (-78.437811 -0.1146617)|-0.1146617|-78.437811|COSITAS 50ZO||convenience_store|LA BOTA|local_economy|stores
POINT (-78.4501939 -0.0963516)|-0.0963516|-78.4501939|Art Studio Dental|5.0|dentist|LA BOTA|health|health
POINT (-78.454796 -0.1090505)|-0.1090505|-78.454796|Sonriecuador Carapungo||dentist|LA BOTA|health|health
POINT (-78.4657069 -0.1212689)|-0.1212689|-78.4657069|Consultorio De Especialidades Clinico Quirurgicas||dentist|LA BOTA|health|health
POINT (-78.4673031 -0.1200487)|-0.1200487|-78.4673031|Magic Dental Quito|5.0|dentist|LA BOTA|health|health
POINT (-78.4665632 -0.1218489)|-0.1218489|-78.4665632|Consultorio Dental||dentist|LA BOTA|health|health
POINT (-78.46762389999999 -0.1211991)|-0.1211991|-78.46762389999999|Dr. Carlos Saavedra - Odontología Quito||dentist|LA BOTA|health|health
POINT (-78.4665739 -0.1227267)|-0.1227267|-78.4665739|Odonto Stetic||dentist|LA BOTA|health|health
POINT (-78.46658710000001 -0.1227485)|-0.1227485|-78.46658710000001|NOGALES VEGA Centro Odontológico||dentist|LA BOTA|health|health
POINT (-78.4496807 -0.1139858)|-0.1139858|-78.4496807|New Smile - Quito||dentist|LA BOTA|health|health
POINT (-78.45400260000001 -0.107142)|-0.107142|-78.45400260000001|Valle Dent Carapungo||dentist|LA BOTA|health|health
POINT (-78.4684706 -0.1222788)|-0.1222788|-78.4684706|Consultorio Dental y Laboratorio||dentist|LA BOTA|health|health
POINT (-78.4690741 -0.1233801)|-0.1233801|-78.4690741|Prodent Leon||dentist|LA BOTA|health|health
POINT (-78.4656096 -0.1263169)|-0.1263169|-78.4656096|Consultorio Dental Vida||dentist|LA BOTA|health|health
POINT (-78.46480869999999 -0.1269178)|-0.1269178|-78.46480869999999|Perfect Smile||dentist|LA BOTA|health|health
POINT (-78.4651165 -0.1270142)|-0.1270142|-78.4651165|Consultorio Dental|1.0|dentist|LA BOTA|health|health
POINT (-78.4717735 -0.1218194)|-0.1218194|-78.4717735|AC DentalStudio||dentist|LA BOTA|health|health
POINT (-78.4638591 -0.1289095)|-0.1289095|-78.4638591|Centro Odontológico Health Dent||dentist|LA BOTA|health|health
POINT (-78.4514624 -0.1029854)|-0.1029854|-78.4514624|"Odontosalud Clínica Odontológica | Carapungo"|5.0|dentist|LA BOTA|health|health
POINT (-78.4515873 -0.1025767)|-0.1025767|-78.4515873|INSUDENTplus||dentist|LA BOTA|health|health
POINT (-78.4704314 -0.1264706)|-0.1264706|-78.4704314|Consultorio Dentópolis|5.0|dentist|LA BOTA|health|health
POINT (-78.4498206 -0.0960579)|-0.0960579|-78.4498206|DENTAL PLANNER||doctor|LA BOTA|health|health
POINT (-78.46517329999999 -0.118397)|-0.118397|-78.46517329999999|Dr Aguinaga Jaime||doctor|LA BOTA|health|health
POINT (-78.4662656 -0.1131151)|-0.1131151|-78.4662656|Cremas hiddratantes para la cara||doctor|LA BOTA|health|health
POINT (-78.45857339999999 -0.1082514)|-0.1082514|-78.45857339999999|GAES Portal Shopping||hospital|LA BOTA|health|health
POINT (-78.458142 -0.1082794)|-0.1082794|-78.458142|Doctor Pie Portal Shopping|5.0|doctor|LA BOTA|health|health
POINT (-78.4583431 -0.1081432)|-0.1081432|-78.4583431|Jessenia Wong||doctor|LA BOTA|health|health
POINT (-78.4579625 -0.1082087)|-0.1082087|-78.4579625|Óptica Los Andes|2.9|doctor|LA BOTA|health|health
POINT (-78.45777249999999 -0.1081631)|-0.1081631|-78.45777249999999|Sana Pie Portal|3.2|doctor|LA BOTA|health|health
POINT (-78.454796 -0.1090505)|-0.1090505|-78.454796|Sonriecuador Carapungo||dentist|LA BOTA|health|health
POINT (-78.45856289999999 -0.1072879)|-0.1072879|-78.45856289999999|Redux Clinica - El Portal Shopping|5.0|hospital|LA BOTA|health|health
POINT (-78.4677221 -0.121186)|-0.121186|-78.4677221|Servicios medicos Unilab|3.7|hospital|LA BOTA|health|health
POINT (-78.449598 -0.1138311)|-0.1138311|-78.449598|"Dr. Luis Noboa | Centro Médico"|5.0|doctor|LA BOTA|health|health
POINT (-78.4560624 -0.105791)|-0.105791|-78.4560624|Clínica Dental Dentree||doctor|LA BOTA|health|health
POINT (-78.45601979999999 -0.1056864)|-0.1056864|-78.45601979999999|Consultorio médico Doctor Batallas||doctor|LA BOTA|health|health
POINT (-78.4494903 -0.11138)|-0.11138|-78.4494903|DIALIZADORA CENER||doctor|LA BOTA|health|health
POINT (-78.4494335 -0.1113175)|-0.1113175|-78.4494335|CENTRO DE DIALISIS||doctor|LA BOTA|health|health
POINT (-78.4673925 -0.1242018)|-0.1242018|-78.4673925|Centro Clínico del Dolor||doctor|LA BOTA|health|health
POINT (-78.4674323 -0.1242449)|-0.1242449|-78.4674323|CONSULTORIOS MÉDICOS|4.0|doctor|LA BOTA|health|health
POINT (-78.4536189 -0.1055043)|-0.1055043|-78.4536189|Atención de enfermería||doctor|LA BOTA|health|health
POINT (-78.4682866 -0.1240511)|-0.1240511|-78.4682866|Ecografias||doctor|LA BOTA|health|health
POINT (-78.4578022 -0.1080701)|-0.1080701|-78.4578022|SAT Electrónica y Telecomunicaciones|5.0|electrician|LA BOTA|local_economy|services
POINT (-78.4547473 -0.1222233)|-0.1222233|-78.4547473|PROYECTOS ELÉCTRICOS/TABLEROS DE DISTRIBUCIÓN PRINCIPAL (TDP)/QUITO|5.0|electrician|LA BOTA|local_economy|services
POINT (-78.451393 -0.1127489)|-0.1127489|-78.451393|CB ELECTRICISTA|4.7|electrician|LA BOTA|local_economy|services
POINT (-78.4652483 -0.1224086)|-0.1224086|-78.4652483|Servicios Eléctricos y Electrónicos IEME|5.0|electrician|LA BOTA|local_economy|services
POINT (-78.4678167 -0.1209851)|-0.1209851|-78.4678167|SERVITEL||electrician|LA BOTA|local_economy|services
POINT (-78.46802 -0.1221369)|-0.1221369|-78.46802|ELECTRIC/REDJM||electrician|LA BOTA|local_economy|services
POINT (-78.4669682 -0.1240661)|-0.1240661|-78.4669682|Centro de Recaudación Empresa Electrica|4.0|electrician|LA BOTA|local_economy|services
POINT (-78.4638496 -0.1289794)|-0.1289794|-78.4638496|Christian Chantera|3.5|electrician|LA BOTA|local_economy|services
POINT (-78.4451217 -0.115649)|-0.115649|-78.4451217|Service Home l Facebook||electrician|LA BOTA|local_economy|services
POINT (-78.4580269 -0.1308787)|-0.1308787|-78.4580269|Eléctricos Independientes||electrician|LA BOTA|local_economy|services
POINT (-78.46104799999999 -0.1344031)|-0.1344031|-78.46104799999999|Electricos Independientes||electrician|LA BOTA|local_economy|services
POINT (-78.47434050000001 -0.1281867)|-0.1281867|-78.47434050000001|Nainpa Services Cia. Ltda.|4.5|electrician|LA BOTA|local_economy|services
POINT (-78.47761240000001 -0.1080668)|-0.1080668|-78.47761240000001|Servicios Eléctricos||electrician|LA BOTA|local_economy|services
POINT (-78.4588047 -0.135256)|-0.135256|-78.4588047|REBCOIN|5.0|electrician|LA BOTA|local_economy|services
POINT (-78.45184689999999 -0.0967908)|-0.0967907999999999|-78.45184689999999|Parman Electricidad||electrician|LA BOTA|local_economy|services
POINT (-78.45617349999999 -0.1173321)|-0.1173321|-78.45617349999999|SPC Computers - Repuestos y Reparacion de Portatiles y PCs||electronics_store|LA BOTA|local_economy|stores
POINT (-78.4691957 -0.1196746)|-0.1196746|-78.4691957|Celquitec|5.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4794235 -0.1127699)|-0.1127699|-78.4794235|XPC Mayoristas|4.5|furniture_store|LA BOTA|local_economy|stores
POINT (-78.45701489999999 -0.1356289)|-0.1356289|-78.45701489999999|MOBMAXCCTV Soluciones Tecnologicas|3.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4799388 -0.1176309)|-0.1176309|-78.4799388|Sistemas Eléctricos Industriales|3.4|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4391333 -0.1182558)|-0.1182558|-78.4391333|Tecnológica Tecnicell|4.8|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4633711 -0.1363065)|-0.1363065|-78.4633711|Electrosupplies|4.1|electronics_store|LA BOTA|local_economy|stores
POINT (-78.45738039999999 -0.1172789)|-0.1172789|-78.45738039999999|Zero POS by Code Structure S.A.||electronics_store|LA BOTA|local_economy|stores
POINT (-78.4556518 -0.1164722)|-0.1164722|-78.4556518|Art Crimes Music||home_goods_store|LA BOTA|local_economy|stores
POINT (-78.46612739999999 -0.1133454)|-0.1133454|-78.46612739999999|Alecarsys Technology|5.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4578923 -0.108747)|-0.108747|-78.4578923|Xiaomi Store Ecuador - Portal Shopping Quito|4.1|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4580764 -0.1086857)|-0.1086857|-78.4580764|Novicompu Portal Shopping||electronics_store|LA BOTA|local_economy|stores
POINT (-78.4667892 -0.117314)|-0.117314|-78.4667892|TAYTA TECH|5.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4579006 -0.1082717)|-0.1082717|-78.4579006|Almacén la Ganga el Portal|4.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4575267 -0.1083402)|-0.1083402|-78.4575267|"NEOTECH | Portal Shopping"|5.0|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4578212 -0.1081803)|-0.1081803|-78.4578212|RadioShack|4.3|electronics_store|LA BOTA|local_economy|stores
POINT (-78.4580533 -0.1081156)|-0.1081156|-78.4580533|DJI Portal Shopping|4.5|home_goods_store|LA BOTA|local_economy|stores
POINT (-78.4585777 -0.1079421)|-0.1079421|-78.4585777|TVentas||home_goods_store|LA BOTA|local_economy|stores
POINT (-78.4698092 -0.1125799)|-0.1125799|-78.4698092|Florerías Quito||florist|LA BOTA|local_economy|stores
POINT (-78.4484291 -0.1130216)|-0.1130216|-78.4484291|Flores y Globos JS|5.0|florist|LA BOTA|local_economy|stores
POINT (-78.4682523 -0.1264896)|-0.1264896|-78.4682523|Distribuidora Floral Access|5.0|florist|LA BOTA|local_economy|stores
POINT (-78.4482641 -0.1069205)|-0.1069205|-78.4482641|Punto del detalle|5.0|florist|LA BOTA|local_economy|stores
POINT (-78.46913769999999 -0.1038019)|-0.1038019|-78.46913769999999|FLOR DE FENIX||florist|LA BOTA|local_economy|stores
POINT (-78.4692302 -0.1273967)|-0.1273967|-78.4692302|Flores y Plantas Stefany|4.9|florist|LA BOTA|local_economy|stores
POINT (-78.4627849 -0.1308831)|-0.1308831|-78.4627849|Arreglos Florales Quito||florist|LA BOTA|local_economy|stores
POINT (-78.4633097 -0.1315579)|-0.1315579|-78.4633097|Florería DEISMA|5.0|florist|LA BOTA|local_economy|stores
POINT (-78.4730307 -0.1273293)|-0.1273293|-78.4730307|Unique Collection||florist|LA BOTA|local_economy|stores
POINT (-78.4412357 -0.112155)|-0.112155|-78.4412357|Tanias Bakery||florist|LA BOTA|local_economy|stores
POINT (-78.45341950000001 -0.0976763)|-0.0976762999999999|-78.45341950000001|Floristeria Tropical Garden|5.0|florist|LA BOTA|local_economy|stores
POINT (-78.4533828 -0.0969504)|-0.0969504|-78.4533828|El Bambú||florist|LA BOTA|local_economy|stores
POINT (-78.4743627 -0.100563)|-0.100563|-78.4743627|Garlands|4.6|florist|LA BOTA|local_economy|stores
POINT (-78.4776605 -0.1267268)|-0.1267268|-78.4776605|Floreria Snaider||florist|LA BOTA|local_economy|stores
POINT (-78.465834 -0.1255075)|-0.1255075|-78.465834|MK Muebles Kennedy|4.4|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4486039 -0.1011668)|-0.1011668|-78.4486039|Muebles Ilusiónarte|4.6|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4483178 -0.1011936)|-0.1011936|-78.4483178|Madera&Tapiz|4.8|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4473158 -0.1006759)|-0.1006759|-78.4473158|"Furniture Fair ""Home Prestige"""|4.3|furniture_store|LA BOTA|local_economy|stores
POINT (-78.47466969999999 -0.1024941)|-0.1024941|-78.47466969999999|Kcrea|3.8|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4794235 -0.1127699)|-0.1127699|-78.4794235|XPC Mayoristas|4.5|furniture_store|LA BOTA|local_economy|stores
POINT (-78.476111 -0.1023493)|-0.1023493|-78.476111|EDREDONES ECUADOR|4.3|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4480952 -0.0967535)|-0.0967534999999999|-78.4480952|INMACOR Muebles y Diseño|4.2|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4589307 -0.1156668)|-0.1156668|-78.4589307|Muebles Su Estilo|4.3|furniture_store|LA BOTA|local_economy|stores
POINT (-78.45790099999999 -0.108635)|-0.108635|-78.45790099999999|Pycca|3.8|home_goods_store|LA BOTA|local_economy|stores
POINT (-78.4585777 -0.1079421)|-0.1079421|-78.4585777|TVentas||home_goods_store|LA BOTA|local_economy|stores
POINT (-78.4673059 -0.1200613)|-0.1200613|-78.4673059|Escritorios y más Trazos Vintage||furniture_store|LA BOTA|local_economy|stores
POINT (-78.45023239999999 -0.1177402)|-0.1177402|-78.45023239999999|MUEBLERIA PIZARRO||furniture_store|LA BOTA|local_economy|stores
POINT (-78.46564219999999 -0.123409)|-0.123409|-78.46564219999999|Tapiceria|5.0|furniture_store|LA BOTA|local_economy|stores
POINT (-78.45374819999999 -0.1065797)|-0.1065797|-78.45374819999999|Muebles Baratito|5.0|furniture_store|LA BOTA|local_economy|stores
POINT (-78.46615179999999 -0.124221)|-0.124221|-78.46615179999999|La Casa del Mueble||furniture_store|LA BOTA|local_economy|stores
POINT (-78.4672945 -0.1236742)|-0.1236742|-78.4672945|Mega Muebles Catherine|4.4|shopping_mall|LA BOTA|built_environment|public_space
POINT (-78.47078970000001 -0.1123012)|-0.1123012|-78.47078970000001|MOBISTUDIO|3.0|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4721678 -0.1139814)|-0.1139814|-78.4721678|Vitrinas Corona|4.8|furniture_store|LA BOTA|local_economy|stores
POINT (-78.4674319 -0.1239821)|-0.1239821|-78.4674319|pileta|1.0|tourist_attraction|LA BOTA|built_environment|public_space
POINT (-78.4695127 -0.1280291)|-0.1280291|-78.4695127|Black tattoo studio||tourist_attraction|LA BOTA|built_environment|public_space
POINT (-78.4478716 -0.1044968)|-0.1044968|-78.4478716|Conju||tourist_attraction|LA BOTA|built_environment|public_space
POINT (-78.43993999999999 -0.1048028)|-0.1048028|-78.43993999999999|Servicios excequiales Manantial de Vida||funeral_home|LA BOTA|local_economy|services
POINT (-78.44101189999999 -0.1062923)|-0.1062923|-78.44101189999999|Primax Panamericana Norte Atimasa|3.9|gas_station|LA BOTA|local_economy|services
POINT (-78.4792274 -0.1158291)|-0.1158291|-78.4792274|Petro Ecuador|4.1|gas_station|LA BOTA|local_economy|services
POINT (-78.4571024 -0.109543)|-0.109543|-78.4571024|Gasolinera Puma Calderón|3.9|gas_station|LA BOTA|local_economy|services
POINT (-78.45707800000001 -0.1094755)|-0.1094755|-78.45707800000001|Puma|4.2|gas_station|LA BOTA|local_economy|services
POINT (-78.4519251 -0.1079089)|-0.1079089|-78.4519251|Petróleos y Servicios E/S COOPTRACAL|4.3|gas_station|LA BOTA|local_economy|services
POINT (-78.4517668 -0.1079228)|-0.1079228|-78.4517668|Petróleos y Servicios E/S COOPTRACAL|4.2|gas_station|LA BOTA|local_economy|services
POINT (-78.45075560000001 -0.1082016)|-0.1082016|-78.45075560000001|Yanbal||gas_station|LA BOTA|local_economy|services
POINT (-78.45053469999999 -0.1084614)|-0.1084614|-78.45053469999999|Gasolinera Petroecuador Llano Grande|4.2|gas_station|LA BOTA|local_economy|services
POINT (-78.46200449999999 -0.128871)|-0.128871|-78.46200449999999|Centro de distribución|4.7|gas_station|LA BOTA|local_economy|services
POINT (-78.47171639999999 -0.1050805)|-0.1050805|-78.47171639999999|Estación de Servicio MasGas Eloy Alfaro|4.2|gas_station|LA BOTA|local_economy|services
